0,0.0,CHILD
1,0.0,CHILD
2,0.0,CHILD
3,0.0,CHILD
4,0.0,CHILD
5,0.0,CHILD
6,0.0,CHILD
7,0.0,CHILD
8,0.0,CHILD
9,0.0,CHILD
10,0.0,CHILD
11,0.0,CHILD
12,0.0,CHILD
13,0.0,CHILD
14,0.0,CHILD
15,0.0,PARENT
0,0.0,CHILD
1,0.186018601860186,CHILD
2,0.372037203720372,CHILD
3,0.558055805580558,CHILD
4,0.744074407440744,CHILD
5,0.9300930093009301,CHILD
6,1.116111611161116,CHILD
7,1.3021302130213022,CHILD
8,1.488148814881488,CHILD
9,1.674167416741674,CHILD
10,1.8601860186018602,CHILD
11,2.046204620462046,CHILD
12,2.232223222322232,CHILD
13,2.418241824182418,CHILD
14,2.6042604260426043,CHILD
15,2.7902790279027903,PARENT
0,0.0,CHILD
1,0.04200420042004201,CHILD
2,0.08400840084008401,CHILD
3,0.12601260126012603,CHILD
4,0.16801680168016803,CHILD
5,0.21002100210021002,CHILD
6,0.25202520252025207,CHILD
7,0.29402940294029406,CHILD
8,0.33603360336033605,CHILD
9,0.37803780378037805,CHILD
10,0.42004200420042004,CHILD
11,0.4620462046204621,CHILD
12,0.5040504050405041,CHILD
13,0.5460546054605461,CHILD
14,0.5880588058805881,CHILD
15,0.6300630063006301,PARENT
0,0.0,CHILD
1,0.041004100410041,CHILD
2,0.082008200820082,CHILD
3,0.12301230123012301,CHILD
4,0.164016401640164,CHILD
5,0.205020502050205,CHILD
6,0.24602460246024602,CHILD
7,0.28702870287028703,CHILD
8,0.328032803280328,CHILD
9,0.369036903690369,CHILD
10,0.41004100410041,CHILD
11,0.45104510451045104,CHILD
12,0.49204920492049203,CHILD
13,0.5330533053305331,CHILD
14,0.5740574057405741,CHILD
15,0.6150615061506151,CHILD
16,0.656065606560656,CHILD
17,0.697069706970697,CHILD
18,0.738073807380738,CHILD
19,0.779077907790779,CHILD
20,0.82008200820082,CHILD
21,0.8610861086108611,CHILD
22,0.9020902090209021,CHILD
23,0.9430943094309431,CHILD
24,0.9840984098409841,CHILD
25,1.0251025102510252,CHILD
26,1.0661066106610662,CHILD
27,1.1071107110711071,CHILD
28,1.1481148114811481,CHILD
29,1.1891189118911891,CHILD
30,1.2301230123012301,PARENT
